Title,Note,URL,Tags,Comment
,,,💧 Rain,
Dropped pin,,"https://www.google.com/maps/search/51.5276747,-0.0749094",,
Dropped pin,,"https://www.google.com/maps/search/51.5303118,-0.0873673",,
"51°31'44.1""N 0°05'07.4""W",,"https://www.google.com/maps/search/51.528911,-0.085395",,
Dropped pin,,"https://www.google.com/maps/search/51.522224,-0.0924765",,
"51°31'57.7""N 0°05'04.6""W",,"https://www.google.com/maps/search/51.532701,-0.084604",,
"51°31'01.1""N 0°05'44.1""W",,"https://www.google.com/maps/search/51.516958,-0.09558",,
Dropped pin,,"https://www.google.com/maps/search/51.5310434,-0.0902828",,
Dropped pin,,"https://www.google.com/maps/search/51.5280618,-0.0800022",,
Dropped pin,,"https://www.google.com/maps/search/51.5274093,-0.0976787",💧 Rain,
Dropped pin,,"https://www.google.com/maps/search/51.5296333,-0.0875979",,
Dropped pin,,"https://www.google.com/maps/search/51.5325147,-0.0904199",,
Dropped pin,,"https://www.google.com/maps/search/51.5320819,-0.0920021",,
Dropped pin,,"https://www.google.com/maps/search/51.5326674,-0.0936131",,
,,"https://www.google.com/maps/search/51.5325307,-0.0923511",,
Dropped pin,,"https://www.google.com/maps/search/51.5273966,-0.0983553",,
Dropped pin,,"https://www.google.com/maps/search/51.5248733,-0.1024366",,
Dropped pin,,"https://www.google.com/maps/search/51.5248136,-0.0954484",,
Dropped pin,,"https://www.google.com/maps/search/51.5259427,-0.0983221",,
"51°31'32.7""N 0°06'07.3""W",,"https://www.google.com/maps/search/51.525735,-0.10204",,
Dropped pin,,"https://www.google.com/maps/search/51.5365271,-0.0895372",,
"51°32'14.1""N 0°05'51.0""W",,"https://www.google.com/maps/search/51.537255,-0.097496",,
"51°32'01.9""N 0°05'38.8""W",,"https://www.google.com/maps/search/51.533851,-0.094104",,
"51°32'17.3""N 0°05'34.6""W",,"https://www.google.com/maps/search/51.538147,-0.092937",,
"51°30'56.4""N 0°04'37.5""W",,"https://www.google.com/maps/search/51.515675,-0.077075",,
Dropped pin,,"https://www.google.com/maps/search/51.5196139,-0.0919317",,
Dropped pin,,"https://www.google.com/maps/search/51.5242687,-0.0981444",,
Dropped pin,,"https://www.google.com/maps/search/51.525638,-0.0960771",,
Dropped pin,,"https://www.google.com/maps/search/51.5271574,-0.0748812",,
"51°31'37.3""N 0°05'24.5""W",,"https://www.google.com/maps/search/51.527019,-0.090142",,
"51°31'33.8""N 0°05'13.4""W",,"https://www.google.com/maps/search/51.526054,-0.087041",,
"51°31'52.3""N 0°04'46.0""W",,"https://www.google.com/maps/search/51.531181,-0.079456",,
Dropped pin,,"https://www.google.com/maps/search/51.528814,-0.073456",,
,,"https://www.google.com/maps/search/51.5301731,-0.072419",,
Dropped pin,,"https://www.google.com/maps/search/51.5287303,-0.0713709",,
Dropped pin,,"https://www.google.com/maps/search/51.5243674,-0.077768",,
Dropped pin,,"https://www.google.com/maps/search/51.5227995,-0.0800706",,
"51°31'23.7""N 0°05'47.9""W",,"https://www.google.com/maps/search/51.523255,-0.096644",,
"51°31'03.9""N 0°05'32.1""W",,"https://www.google.com/maps/search/51.517742,-0.092257",,
"51°30'59.8""N 0°05'30.9""W",,"https://www.google.com/maps/search/51.516596,-0.091904",,
"51°31'00.0""N 0°04'55.8""W",,"https://www.google.com/maps/search/51.516679,-0.082165",,
"51°30'58.1""N 0°05'44.9""W",,"https://www.google.com/maps/search/51.516137,-0.095804",,
"51°31'05.8""N 0°05'53.0""W",,"https://www.google.com/maps/search/51.518277,-0.098051",,
"51°31'06.4""N 0°05'46.9""W",,"https://www.google.com/maps/search/51.518445,-0.096361",,
"51°31'02.4""N 0°05'32.6""W",,"https://www.google.com/maps/search/51.517336,-0.092393",,
"51°31'29.3""N 0°04'08.8""W",,"https://www.google.com/maps/search/51.524801,-0.069098",,
"51°31'23.7""N 0°04'43.9""W",,"https://www.google.com/maps/search/51.523239,-0.078865",,
"51°31'29.8""N 0°04'29.4""W",,"https://www.google.com/maps/search/51.524936,-0.074822",,
Dropped pin,,"https://www.google.com/maps/search/51.5262804,-0.0717166",,
Dropped pin,,"https://www.google.com/maps/search/51.5239863,-0.0785488",,
Dropped pin,,"https://www.google.com/maps/search/51.52444,-0.0797588",,
Dropped pin,,"https://www.google.com/maps/search/51.5313298,-0.0980683",,
Dropped pin,,"https://www.google.com/maps/search/51.5336762,-0.0858907",,
Dropped pin,,"https://www.google.com/maps/search/51.5334916,-0.087844",,
"51°31'58.3""N 0°05'20.6""W",,"https://www.google.com/maps/search/51.532856,-0.089042",,
"51°31'50.7""N 0°05'11.7""W",,"https://www.google.com/maps/search/51.530735,-0.08659",,
"51°31'48.5""N 0°05'15.2""W",,"https://www.google.com/maps/search/51.530127,-0.087566",,
Dropped pin,,"https://www.google.com/maps/search/51.5228596,-0.0904934",,
Dropped pin,,"https://www.google.com/maps/search/51.5221628,-0.0938347",,
Dropped pin,,"https://www.google.com/maps/search/51.5280699,-0.0949784",,
Dropped pin,,"https://www.google.com/maps/search/51.5270791,-0.0925972",,
Dropped pin,,"https://www.google.com/maps/search/51.5269663,-0.0933147",,
Dropped pin,,"https://www.google.com/maps/search/51.5297651,-0.0962021",,
Dropped pin,,"https://www.google.com/maps/search/51.5216394,-0.0788301",,
Dropped pin,,"https://www.google.com/maps/search/51.5273705,-0.0999619",,
Dropped pin,,"https://www.google.com/maps/search/51.5216557,-0.0941757",,
City of London,,https://www.google.com/maps/place/City+of+London/data=!4m2!3m1!1s0x48761ca9eca2d521:0x3b2d7cd763cfb8c7,,
Speed Highwalk,,https://www.google.com/maps/place/Speed+Highwalk/data=!4m2!3m1!1s0x48761cabcfb1f773:0xe92a2c74e0f0d70e,,
Lauderdale Pl,,https://www.google.com/maps/place/Lauderdale+Pl/data=!4m2!3m1!1s0x48761b55d504a785:0x516942303de67e81,,
City of London Corporation Housing Estate,,https://www.google.com/maps/place/City+of+London+Corporation+Housing+Estate/data=!4m2!3m1!1s0x48761b56450a509d:0xf9b7bafd2a413256,,
"51°31'22.6""N 0°05'42.5""W",,"https://www.google.com/maps/search/51.522932,-0.095125",,
Dropped pin,,"https://www.google.com/maps/search/51.522235,-0.0782793",,
Dropped pin,,"https://www.google.com/maps/search/51.5215324,-0.0790916",,
Dropped pin,,"https://www.google.com/maps/search/51.5250312,-0.0821131",,
50 Phoenix Pl,,https://www.google.com/maps/place/50+Phoenix+Pl/data=!4m2!3m1!1s0x48761b48818436c5:0x8e0b78c203c5092,,
Charles Square garden,,https://www.google.com/maps/place/Charles+Square+garden/data=!4m2!3m1!1s0x48761d64460cdf51:0xdd3a99df90c50f02,,
Dropped pin,,"https://www.google.com/maps/search/51.5284448,-0.0873217",,
Dropped pin,,"https://www.google.com/maps/search/51.5307166,-0.0888921",,
Dropped pin,,"https://www.google.com/maps/search/51.5306029,-0.0896693",,
Dropped pin,,"https://www.google.com/maps/search/51.5312341,-0.0895362",,
Dropped pin,,"https://www.google.com/maps/search/51.5318921,-0.0904022",,
Dropped pin,,"https://www.google.com/maps/search/51.530118,-0.0934304",,
Dropped pin,,"https://www.google.com/maps/search/51.5287009,-0.0955681",,
Dropped pin,,"https://www.google.com/maps/search/51.5285259,-0.0976609",,
Dropped pin,,"https://www.google.com/maps/search/51.5261822,-0.0954196",,
Dropped pin,,"https://www.google.com/maps/search/51.5263059,-0.0935457",,
Dropped pin,,"https://www.google.com/maps/search/51.5259046,-0.0920407",,
Dropped pin,,"https://www.google.com/maps/search/51.5236711,-0.0909007",,
"51°31'44.7""N 0°06'08.5""W",,"https://www.google.com/maps/search/51.52907,-0.102372",,
"51°31'21.3""N 0°05'49.6""W",,"https://www.google.com/maps/search/51.522585,-0.097105",,
"51°31'13.6""N 0°05'47.8""W",,"https://www.google.com/maps/search/51.52045,-0.096602",,
"51°31'13.8""N 0°05'39.6""W",,"https://www.google.com/maps/search/51.520507,-0.094329",,
"51°31'16.0""N 0°05'40.2""W",,"https://www.google.com/maps/search/51.521123,-0.094492",,
Bath St,,https://www.google.com/maps/place/Bath+St/data=!4m2!3m1!1s0x48761ca62e0b1531:0x82b3afac2ff1e278,,
"51°31'50.7""N 0°04'56.2""W",,"https://www.google.com/maps/search/51.53074,-0.082285",,
"51°31'42.2""N 0°05'09.2""W",,"https://www.google.com/maps/search/51.528376,-0.085897",,
